epoch,step,train_loss_step
63,11999,2.6672966480255127
64,12049,2.871140480041504
64,12099,0.5089288353919983
64,12149,1.9317262172698975
64,12199,2.124943256378174
65,12249,0.8769686222076416
65,12299,1.5664840936660767
65,12349,2.070106029510498
65,12399,0.8867155313491821
66,12449,2.343108892440796
66,12499,2.343217134475708
66,12549,1.44052255153656
67,12599,1.2690372467041016
67,12649,1.969329595565796
67,12699,1.051724910736084
67,12749,3.084735631942749
68,12799,1.2179930210113525
68,12849,0.5251390933990479
68,12899,1.7235485315322876
68,12949,1.3778188228607178
69,12999,1.3853693008422852
69,13049,1.6128286123275757
69,13099,2.651575803756714
69,13149,0.6190438866615295
70,13199,1.686338186264038
70,13249,2.0404887199401855
70,13299,1.0599746704101562
71,13349,0.8919264078140259
71,13399,2.571416139602661
71,13449,1.4065346717834473
71,13499,1.4860316514968872
72,13549,0.7918159365653992
72,13599,1.6561583280563354
72,13649,1.754823923110962
72,13699,1.222525954246521
73,13749,1.0406721830368042
73,13799,0.8574371337890625
73,13849,2.2381060123443604
73,13899,0.7506221532821655
74,13949,1.5750055313110352
74,13999,0.6333880424499512
74,14049,0.6686094999313354
74,14099,2.88415789604187
75,14149,1.2289386987686157
75,14199,1.3235152959823608
75,14249,1.8746986389160156
76,14299,0.7638630270957947
76,14349,1.1023969650268555
76,14399,1.072392463684082
76,14449,0.6517074108123779
77,14499,1.2123433351516724
77,14549,2.11230206489563
77,14599,2.0331966876983643
77,14649,0.7978437542915344
78,14699,1.8053377866744995
78,14749,1.6774863004684448
78,14799,0.9004014730453491
78,14849,1.2913850545883179
79,14899,1.033645510673523
79,14949,1.2941055297851562
79,14999,1.1957049369812012
80,15049,1.5390218496322632
80,15099,1.4174686670303345
80,15149,1.7272706031799316
80,15199,1.0484893321990967
81,15249,1.416457176208496
81,15299,1.8343415260314941
81,15349,0.5527474284172058
81,15399,0.9580154418945312
82,15449,0.7720475792884827
82,15499,0.7111479043960571
82,15549,1.1244996786117554
82,15599,0.7778307199478149
83,15649,0.609847366809845
83,15699,1.7124884128570557
83,15749,1.4976614713668823
84,15799,1.0210274457931519
84,15849,1.7099977731704712
84,15899,1.2192660570144653
84,15949,0.9978119134902954
85,15999,0.5981336236000061
85,16049,1.6560338735580444
85,16099,0.7832564115524292
85,16149,0.6806217432022095
86,16199,1.8201403617858887
86,16249,1.5162124633789062
86,16299,0.5093507170677185
86,16349,0.9951900243759155
87,16399,0.7114639282226562
87,16449,1.2581287622451782
87,16499,0.8617087602615356
88,16549,1.8126367330551147
88,16599,1.274552822113037
88,16649,0.9220767617225647
88,16699,1.4297593832015991
89,16749,1.0120913982391357
89,16799,1.8946303129196167
89,16849,0.8438888192176819
89,16899,1.0612168312072754
90,16949,1.9884922504425049
90,16999,2.111626148223877
90,17049,0.6459653377532959
90,17099,0.6412757039070129
91,17149,0.6961162686347961
91,17199,1.3368734121322632
91,17249,1.1944864988327026
92,17299,0.3765912652015686
92,17349,0.7185876369476318
92,17399,0.5390910506248474
92,17449,1.1264100074768066
93,17499,0.5363947749137878
93,17549,1.4365915060043335
93,17599,0.608890175819397
93,17649,1.0300579071044922
94,17699,1.0541397333145142
94,17749,1.2578932046890259
94,17799,1.469087839126587
94,17849,1.2916843891143799
95,17899,1.1239216327667236
95,17949,1.2802330255508423
95,17999,1.510480523109436
96,18049,0.7530884146690369
96,18099,0.5480158925056458
96,18149,1.3108086585998535
96,18199,0.6620661616325378
97,18249,0.34036290645599365
97,18299,0.5711039304733276
97,18349,0.8561193346977234
97,18399,1.2865407466888428
98,18449,0.815855085849762
98,18499,0.3509950637817383
98,18549,1.4308280944824219
98,18599,0.8088047504425049
99,18649,0.7326270341873169
99,18699,0.8040826320648193
99,18749,0.6619687676429749
99,18799,0.23006382584571838
100,18849,1.9610202312469482
100,18899,1.0039188861846924
100,18949,1.2948739528656006
101,18999,0.42994919419288635
101,19049,0.8930428624153137
101,19099,0.35266298055648804
101,19149,1.1223695278167725
102,19199,1.5438530445098877
102,19249,0.4764072000980377
102,19299,0.6700029373168945
102,19349,1.152915120124817
103,19399,0.46300649642944336
103,19449,0.697841465473175
103,19499,1.107236623764038
103,19549,1.617766261100769
104,19599,0.9254688024520874
104,19649,0.6107975840568542
104,19699,0.9575320482254028
105,19749,0.8375862240791321
105,19799,1.4508966207504272
105,19849,0.5950837731361389
105,19899,0.9913904070854187
106,19949,0.4914717674255371
106,19999,0.6246890425682068
106,20049,1.115235447883606
106,20099,0.19782468676567078
107,20149,0.43516430258750916
107,20199,0.9240875244140625
107,20249,0.7575513124465942
107,20299,0.17698697745800018
108,20349,0.8750446438789368
108,20399,0.9822856187820435
108,20449,0.8910965919494629
109,20499,0.770172119140625
109,20549,1.112866759300232
109,20599,0.25501328706741333
109,20649,1.1129121780395508
110,20699,0.9692463874816895
110,20749,1.0198034048080444
110,20799,0.942073404788971
110,20849,1.0658116340637207
111,20899,0.5595824718475342
111,20949,0.4980182647705078
111,20999,0.8749292492866516
111,21049,0.7771092057228088
112,21099,0.5423223376274109
112,21149,0.5817007422447205
112,21199,0.81104975938797
113,21249,0.33637288212776184
113,21299,0.616600513458252
113,21349,0.5889403820037842
113,21399,0.5200554132461548
114,21449,1.2423700094223022
114,21499,0.96622633934021
114,21549,1.0062094926834106
114,21599,0.32699117064476013
115,21649,0.543951690196991
115,21699,0.42736318707466125
115,21749,0.23460981249809265
115,21799,1.4977867603302002
116,21849,0.5784299969673157
116,21899,0.47997644543647766
116,21949,0.5833420753479004
117,21999,0.9762128591537476
117,22049,1.4114940166473389
117,22099,0.32298707962036133
117,22149,1.3422367572784424
118,22199,0.30074775218963623
118,22249,0.9017903804779053
118,22299,1.1311076879501343
118,22349,0.7302314639091492
119,22399,0.6318085193634033
119,22449,0.26093563437461853
119,22499,0.2096823751926422
119,22549,0.5438452959060669
120,22599,0.32144612073898315
120,22649,1.2917256355285645
120,22699,0.5764169692993164
121,22749,0.49202701449394226
121,22799,0.8114782571792603
121,22849,0.7939651012420654
121,22899,0.9956164956092834
122,22949,0.46524813771247864
122,22999,1.300355315208435
122,23049,0.984062671661377
122,23099,0.6780928373336792
123,23149,0.8252358436584473
123,23199,0.6196700930595398
123,23249,0.12233404070138931
123,23299,0.4106137752532959
124,23349,0.45486465096473694
124,23399,0.7170287370681763
124,23449,1.1830812692642212
124,23499,1.7926510572433472
125,23549,0.3048131763935089
125,23599,0.34886714816093445
125,23649,0.1546826958656311
126,23699,1.224432349205017
126,23749,0.960935652256012
126,23799,0.9747503399848938
126,23849,1.19260835647583
127,23899,0.6073330044746399
127,23949,0.6061459183692932
127,23999,0.4832761585712433
127,24049,0.3940466046333313
128,24099,0.8317541480064392
128,24149,0.7966896891593933
128,24199,0.5119267702102661
128,24249,1.1486057043075562
129,24299,0.297031968832016
129,24349,0.6055841445922852
129,24399,0.5176980495452881
130,24449,0.24096544086933136
130,24499,0.9387754201889038
130,24549,0.206608846783638
130,24599,0.5628523230552673
131,24649,0.08886127173900604
131,24699,0.39570996165275574
131,24749,0.5458294153213501
131,24799,0.3726823329925537
132,24849,0.23496520519256592
132,24899,0.4366038143634796
132,24949,0.37046414613723755
132,24999,0.3963053524494171
133,25049,0.6247764825820923
133,25099,0.9171662330627441
133,25149,0.578743040561676
134,25199,0.5215574502944946
134,25249,0.15500637888908386
134,25299,0.43608853220939636
134,25349,0.4626256823539734
135,25399,0.6534997224807739
135,25449,0.3382301926612854
135,25499,0.8420729041099548
135,25549,1.4279239177703857
136,25599,0.8868685960769653
136,25649,0.42042750120162964
136,25699,1.446939468383789
136,25749,0.4802090525627136
137,25799,0.5755888819694519
137,25849,0.2987540364265442
137,25899,1.1939228773117065
138,25949,0.708644688129425
138,25999,0.9087809920310974
138,26049,0.350159615278244
138,26099,0.5435819029808044
139,26149,0.936835527420044
139,26199,0.9801774621009827
139,26249,0.6488162875175476
139,26299,0.5884600877761841
140,26349,0.18024614453315735
140,26399,1.799660325050354
140,26449,0.13481177389621735
140,26499,0.30138611793518066
141,26549,0.35520073771476746
141,26599,0.7790615558624268
141,26649,0.7070682048797607
142,26699,0.3383539319038391
142,26749,0.39298877120018005
142,26799,1.5568318367004395
142,26849,0.470305860042572
143,26899,0.46386241912841797
143,26949,0.8066167831420898
143,26999,0.9075053334236145
143,27049,0.9136651158332825
144,27099,0.8360962867736816
144,27149,0.7121978998184204
144,27199,0.6916568875312805
144,27249,0.6951442956924438
145,27299,0.4595041871070862
145,27349,0.16650955379009247
145,27399,0.9519428014755249
146,27449,0.30226266384124756
146,27499,1.2110761404037476
146,27549,0.5469253659248352
146,27599,0.24532835185527802
147,27649,1.4043923616409302
147,27699,0.5849535465240479
147,27749,0.4396322965621948
147,27799,0.33536291122436523
148,27849,0.6853492259979248
148,27899,0.259475976228714
148,27949,0.5094747543334961
148,27999,0.20539982616901398
149,28049,0.7745022177696228
149,28099,0.43324023485183716
149,28149,0.4184831380844116
149,28199,0.10322023183107376
150,28249,0.3962026536464691
150,28299,0.3636150360107422
150,28349,0.5860449075698853
151,28399,0.7542564272880554
151,28449,0.5901376008987427
151,28499,0.6678190231323242
151,28549,0.6550003886222839
152,28599,0.24218332767486572
152,28649,0.27178776264190674
152,28699,1.0650954246520996
152,28749,0.18624241650104523
153,28799,0.302816241979599
153,28849,0.39944201707839966
153,28899,0.09513324499130249
153,28949,0.8370017409324646
154,28999,0.4642103314399719
154,29049,0.8064703941345215
154,29099,0.12499697506427765
155,29149,0.6098261475563049
155,29199,0.46132001280784607
155,29249,0.3102903664112091
155,29299,0.31472593545913696
156,29349,0.8136921525001526
156,29399,0.7548113465309143
156,29449,0.648836076259613
156,29499,0.08664385974407196
157,29549,0.4785425066947937
157,29599,0.5289451479911804
157,29649,1.2204749584197998
157,29699,0.9442921280860901
158,29749,1.5678839683532715
158,29799,0.22026632726192474
158,29849,0.22793926298618317
159,29899,0.3830164074897766
159,29949,0.3871038556098938
159,29999,0.34154969453811646
159,30049,0.585176944732666
160,30099,0.13700735569000244
160,30149,0.779059648513794
160,30199,0.38848572969436646
160,30249,0.5150166749954224
161,30299,0.3753204643726349
161,30349,0.2728674113750458
161,30399,0.6982972025871277
161,30449,0.20736777782440186
162,30499,0.5791428089141846
162,30549,0.44161272048950195
162,30599,0.364095002412796
163,30649,0.5980300307273865
163,30699,0.4598316550254822
163,30749,0.4606877863407135
163,30799,0.5211763381958008
164,30849,0.3270953297615051
164,30899,0.4484405517578125
164,30949,0.6901140213012695
164,30999,0.07170061767101288
165,31049,1.289426565170288
165,31099,0.6349125504493713
165,31149,0.4646798074245453
165,31199,1.0766769647598267
166,31249,0.35493290424346924
166,31299,1.3042852878570557
166,31349,0.5743446946144104
167,31399,0.5985558032989502
167,31449,0.15869836509227753
167,31499,0.6707237958908081
167,31549,0.0752122700214386
168,31599,0.1442209929227829
168,31649,0.23027576506137848
168,31699,0.09554443508386612
168,31749,0.19569309055805206
169,31799,0.21929457783699036
169,31849,0.836089551448822
169,31899,0.43026211857795715
169,31949,0.5327762961387634
170,31999,0.6092148423194885
170,32049,0.5501601696014404
170,32099,0.5899677872657776
171,32149,0.5558292269706726
171,32199,0.1801759898662567
171,32249,0.5734890103340149
171,32299,0.32953813672065735
172,32349,0.4592018127441406
172,32399,0.3870618939399719
172,32449,1.0901257991790771
172,32499,0.5884532332420349
173,32549,0.5890858769416809
173,32599,0.09614358097314835
173,32649,0.5034525394439697
173,32699,0.36159074306488037
174,32749,0.39886465668678284
174,32799,0.46748781204223633
174,32849,0.26094505190849304
174,32899,1.1782400608062744
175,32949,0.6180768609046936
175,32999,0.4608408510684967
175,33049,0.8518224954605103
176,33099,0.19678765535354614
176,33149,1.2159744501113892
176,33199,0.09735708683729172
176,33249,0.4970990717411041
177,33299,0.33671990036964417
177,33349,0.3146751821041107
177,33399,0.3750993013381958
177,33449,0.026348792016506195
178,33499,1.1828866004943848
178,33549,0.3878867030143738
178,33599,0.4109174907207489
178,33649,0.6035451292991638
179,33699,0.44702544808387756
179,33749,0.653464674949646
179,33799,0.9292973875999451
180,33849,0.3141673803329468
180,33899,0.538921594619751
180,33949,0.7764741778373718
180,33999,0.8927515149116516
181,34049,0.29645878076553345
181,34099,0.6828915476799011
181,34149,0.5056348443031311
181,34199,0.044030994176864624
182,34249,0.06361442804336548
182,34299,0.46045389771461487
182,34349,1.0432488918304443
182,34399,1.0945477485656738
183,34449,1.5665130615234375
183,34499,0.06091417744755745
183,34549,0.3292126953601837
184,34599,0.6170269846916199
184,34649,0.03397431597113609
184,34699,0.7093495726585388
184,34749,0.22761723399162292
185,34799,0.030171701684594154
185,34849,0.6383646130561829
185,34899,0.2423449009656906
185,34949,0.343960165977478
186,34999,0.853132426738739
186,35049,0.41797927021980286
186,35099,0.34218907356262207
186,35149,1.2036067247390747
187,35199,0.560634434223175
187,35249,0.28908807039260864
187,35299,0.24361184239387512
188,35349,0.7964003086090088
188,35399,0.12223821133375168
188,35449,0.39307817816734314
188,35499,0.6831080913543701
189,35549,0.029959505423903465
189,35599,0.21846957504749298
189,35649,0.14942283928394318
189,35699,0.18833807110786438
190,35749,0.5484018921852112
190,35799,0.960760772228241
190,35849,0.3761756122112274
190,35899,1.034722089767456
191,35949,0.25967860221862793
191,35999,0.3019643723964691
191,36049,0.22890637814998627
192,36099,0.048248156905174255
192,36149,0.5240945816040039
192,36199,0.5404524803161621
192,36249,0.19377700984477997
193,36299,0.29666274785995483
193,36349,0.24129712581634521
193,36399,0.6535523533821106
193,36449,0.7306368947029114
194,36499,0.49873751401901245
194,36549,0.6143043637275696
194,36599,0.11684325337409973
194,36649,0.875254213809967
195,36699,0.03567444160580635
195,36749,0.3221351206302643
195,36799,0.31416767835617065
196,36849,0.10721026360988617
196,36899,0.5496518015861511
196,36949,0.041398968547582626
196,36999,0.6021915674209595
197,37049,0.24757622182369232
197,37099,0.1903618574142456
197,37149,0.5238635540008545
197,37199,0.1898195445537567
198,37249,0.30673542618751526
198,37299,0.15380972623825073
198,37349,0.28483501076698303
198,37399,0.27970242500305176
199,37449,0.4503769278526306
199,37499,0.06451033800840378
199,37549,0.4701610505580902
199,37599,0.380435049533844
200,37649,0.24179570376873016
200,37699,0.3912715017795563
200,37749,1.18323814868927
201,37799,0.601990282535553
201,37849,0.24562661349773407
201,37899,0.08022137731313705
201,37949,0.07195618003606796
202,37999,0.1731582134962082
202,38049,1.084329605102539
202,38099,0.15806268155574799
202,38149,0.030654476955533028
203,38199,0.3393813371658325
203,38249,0.7930951118469238
203,38299,0.7513743042945862
203,38349,0.22025427222251892
204,38399,0.07117609679698944
204,38449,0.03341395780444145
204,38499,0.5671865344047546
205,38549,0.2836746275424957
205,38599,0.5812810063362122
205,38649,0.6166828274726868
205,38699,0.2999660074710846
206,38749,0.6166385412216187
206,38799,0.788418173789978
206,38849,0.668115496635437
206,38899,0.28487929701805115
207,38949,0.16579477488994598
207,38999,0.5089806914329529
207,39049,0.5585452914237976
207,39099,0.3036348223686218
208,39149,0.15120932459831238
208,39199,0.48742958903312683
208,39249,0.27667945623397827
209,39299,1.165017008781433
209,39349,0.1504209041595459
209,39399,0.32887187600135803
209,39449,0.7349780201911926
210,39499,1.6380900144577026
210,39549,0.0900690108537674
210,39599,0.20011474192142487
210,39649,0.25853636860847473
211,39699,0.48126083612442017
211,39749,0.3804719150066376
211,39799,0.2476499080657959
211,39849,0.5829891562461853
212,39899,0.0783749669790268
212,39949,0.1766025274991989
212,39999,0.5033730864524841
213,40049,0.28357014060020447
213,40099,0.48640063405036926
213,40149,0.42128464579582214
213,40199,0.3920827805995941
214,40249,0.10962709039449692
214,40299,0.34935301542282104
214,40349,0.15229351818561554
214,40399,0.18164244294166565
215,40449,0.8008406758308411
215,40499,0.45455402135849
215,40549,0.0335281640291214
215,40599,0.7634960412979126
216,40649,0.07742509245872498
216,40699,0.2310510277748108
216,40749,0.03449975699186325
217,40799,0.45361819863319397
217,40849,0.05703330412507057
217,40899,0.48584991693496704
217,40949,0.11626899242401123
218,40999,0.09104131907224655
218,41049,0.825651228427887
218,41099,0.22454234957695007
218,41149,0.03172077611088753
219,41199,0.22746427357196808
219,41249,0.7623500227928162
219,41299,0.13129088282585144
219,41349,0.39150819182395935
220,41399,0.14795897901058197
220,41449,0.871990442276001
220,41499,0.41925865411758423
221,41549,0.6432753801345825
221,41599,0.31660276651382446
221,41649,0.4762529730796814
221,41699,0.5815790891647339
222,41749,0.2099113017320633
222,41799,0.23097458481788635
222,41849,0.31088289618492126
222,41899,0.42219534516334534
223,41949,0.06784315407276154
223,41999,0.20849432051181793
223,42049,0.06330448389053345
223,42099,0.2054157853126526
224,42149,0.35394883155822754
224,42199,0.13720059394836426
224,42249,0.3055698275566101
224,42299,0.7313976883888245
225,42349,0.47011861205101013
225,42399,0.8206173777580261
225,42449,0.8232893943786621
226,42499,0.1913171261548996
226,42549,0.24677515029907227
226,42599,0.3690457344055176
226,42649,0.1938251405954361
227,42699,0.3857896327972412
227,42749,0.40147122740745544
227,42799,0.6527749300003052
227,42849,0.10783089697360992
228,42899,0.4254990220069885
228,42949,1.3393080234527588
228,42999,1.3579705953598022
228,43049,0.2388584464788437
229,43099,0.07937587052583694
229,43149,0.049600716680288315
229,43199,0.4493558406829834
230,43249,0.40243974328041077
230,43299,0.49699467420578003
230,43349,0.19811242818832397
230,43399,0.41368550062179565
231,43449,0.3352918028831482
231,43499,0.30774959921836853
231,43549,0.043519455939531326
231,43599,0.36965999007225037
232,43649,0.6000120639801025
232,43699,0.5017964243888855
232,43749,0.1968204230070114
232,43799,0.23990604281425476
233,43849,0.5651150345802307
233,43899,0.26144033670425415
233,43949,0.11302600800991058
234,43999,0.053959522396326065
234,44049,0.07043331861495972
234,44099,0.17902809381484985
234,44149,0.046659037470817566
235,44199,0.036841947585344315
235,44249,0.14910268783569336
235,44299,0.053351737558841705
235,44349,0.4708617329597473
236,44399,0.3886355757713318
236,44449,0.19745978713035583
236,44499,0.24270221590995789
236,44549,0.23943611979484558
237,44599,0.28500840067863464
237,44649,0.03300981968641281
237,44699,0.4483914077281952
238,44749,0.027598582208156586
238,44799,0.6466597318649292
238,44849,1.2482582330703735
238,44899,0.0680001899600029
239,44949,0.43189066648483276
239,44999,0.3922632932662964
239,45049,0.19363605976104736
239,45099,0.12959469854831696
240,45149,0.2468128651380539
240,45199,0.47401025891304016
240,45249,0.5106396675109863
240,45299,0.13878244161605835
241,45349,0.5235978960990906
241,45399,0.35469356179237366
241,45449,0.03096836991608143
242,45499,0.12447600811719894
242,45549,0.5338738560676575
242,45599,0.44266605377197266
242,45649,0.28895819187164307
243,45699,0.6891290545463562
243,45749,0.36785462498664856
243,45799,0.2925103008747101
243,45849,0.47035929560661316
244,45899,0.08828330785036087
244,45949,0.7393529415130615
244,45999,0.1392144411802292
244,46049,0.08738341927528381
245,46099,0.544060230255127
245,46149,0.6145631074905396
245,46199,0.13896498084068298
246,46249,0.2905369997024536
246,46299,0.19528724253177643
246,46349,0.6179340481758118
246,46399,0.5188766121864319
247,46449,0.115849070250988
247,46499,0.1382015347480774
247,46549,0.5523600578308105
247,46599,0.24099504947662354
248,46649,0.19481080770492554
248,46699,0.34310171008110046
248,46749,0.301602840423584
248,46799,0.44214949011802673
249,46849,0.23069030046463013
249,46899,0.24847781658172607
249,46949,0.6585130095481873
249,46999,0.012982778251171112
250,47049,0.48015162348747253
250,47099,0.024378333240747452
250,47149,0.1012900322675705
251,47199,0.31767311692237854
251,47249,0.10971914231777191
251,47299,0.05864874646067619
251,47349,0.28726813197135925
252,47399,0.3485610783100128
252,47449,0.0384293794631958
252,47499,0.029820755124092102
252,47549,0.44188106060028076
253,47599,0.20437659323215485
253,47649,1.0613603591918945
253,47699,0.09891875088214874
253,47749,0.1585468202829361
254,47799,0.1338660567998886
254,47849,0.0676506981253624
254,47899,0.7401952743530273
255,47949,0.13723419606685638
255,47999,0.3318873941898346
255,48049,0.14924712479114532
255,48099,0.35003983974456787
256,48149,0.23520326614379883
256,48199,0.18395358324050903
256,48249,0.4158029556274414
256,48299,0.17179405689239502
257,48349,0.04818904399871826
257,48399,0.33557766675949097
257,48449,0.8325608968734741
257,48499,0.2847369313240051
258,48549,0.07219310849905014
258,48599,0.05867525935173035
258,48649,0.1969108283519745
259,48699,0.8402847647666931
259,48749,0.1410447657108307
259,48799,0.0058477832935750484
259,48849,0.17673346400260925
260,48899,1.2188407182693481
260,48949,0.16331782937049866
260,48999,0.3215011656284332
260,49049,0.4143434762954712
261,49099,0.8230772018432617
261,49149,0.3602903485298157
261,49199,0.023179400712251663
261,49249,0.25268641114234924
262,49299,0.26833871006965637
262,49349,0.44913017749786377
262,49399,0.2913917005062103
263,49449,0.4138640761375427
263,49499,0.36936795711517334
263,49549,0.01771283708512783
263,49599,0.0473768450319767
264,49649,0.35603395104408264
264,49699,0.024909084662795067
264,49749,0.399718314409256
264,49799,0.01963115483522415
265,49849,0.15393342077732086
265,49899,0.22753117978572845
265,49949,0.5868685245513916
265,49999,0.23355241119861603
266,50049,0.5883373618125916
266,50099,0.3895590901374817
266,50149,0.18615709245204926
267,50199,0.015851473435759544
267,50249,0.2087901085615158
267,50299,0.15763267874717712
267,50349,0.26046982407569885
268,50399,0.1807916760444641
268,50449,0.14262141287326813
268,50499,0.755168616771698
268,50549,0.3971589505672455
269,50599,0.07726239413022995
269,50649,0.6681992411613464
269,50699,0.4020913541316986
269,50749,0.050527337938547134
